REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
HHS Regions,Region 4,2012,42,1.24451,1.26671,455,300,,739,123,73,1690,342,133416
HHS Regions,Region 5,2012,42,1.00308,1.23319,422,196,,467,78,51,1214,276,98444
HHS Regions,Region 6,2012,42,1.81741,1.95098,474,299,,739,78,53,1643,168,84214
HHS Regions,Region 7,2012,42,1.35229,1.41499,101,54,,128,23,17,323,88,22827
HHS Regions,Region 8,2012,42,0.805817,0.882557,114,109,,160,38,25,446,118,50535
HHS Regions,Region 9,2012,42,2.04103,1.52359,301,238,,498,156,117,1310,217,85981
HHS Regions,Region 10,2012,42,0.742877,0.793257,41,26,,59,11,7,144,56,18153
HHS Regions,Region 1,2012,43,0.575156,0.602171,111,48,,143,20,12,334,161,55466
HHS Regions,Region 2,2012,43,1.2578,1.57182,811,295,,710,113,60,1989,312,126541
HHS Regions,Region 3,2012,43,1.05392,1.17858,418,370,,553,99,57,1497,223,127017
HHS Regions,Region 4,2012,43,1.25841,1.29953,490,332,,806,137,77,1842,358,141744
HHS Regions,Region 5,2012,43,0.951917,1.17471,382,184,,432,69,62,1129,273,96109
HHS Regions,Region 6,2012,43,2.38553,2.54369,603,403,,811,124,85,2026,163,79648
HHS Regions,Region 7,2012,43,1.32045,1.31458,84,47,,103,35,16,285,86,21680
HHS Regions,Region 8,2012,43,0.72746,0.810727,125,73,,169,24,25,416,118,51312
HHS Regions,Region 9,2012,43,2.0413,1.56764,292,236,,491,133,115,1267,209,80822
HHS Regions,Region 10,2012,43,0.684782,0.709181,30,24,,50,17,7,128,55,18049
HHS Regions,Region 1,2012,44,0.638644,0.649431,109,49,,125,15,16,314,160,48350
HHS Regions,Region 2,2012,44,1.17835,1.63425,745,230,,445,101,63,1584,296,96925
HHS Regions,Region 3,2012,44,1.34313,1.41563,350,349,,575,116,57,1447,218,102216
HHS Regions,Region 4,2012,44,1.42213,1.43157,540,324,,906,141,76,1987,357,138799
HHS Regions,Region 5,2012,44,1.0639,1.32829,421,192,,497,93,50,1253,268,94332
HHS Regions,Region 6,2012,44,2.4706,2.60291,580,415,,915,125,65,2100,165,80679
HHS Regions,Region 7,2012,44,1.49968,1.61112,113,60,,158,25,22,378,88,23462
HHS Regions,Region 8,2012,44,0.922182,1.03978,121,115,,231,39,23,529,116,50876
HHS Regions,Region 9,2012,44,2.12848,1.5903,300,262,,509,127,99,1297,206,81557
HHS Regions,Region 10,2012,44,0.895694,0.978106,47,36,,61,15,13,172,55,17585
HHS Regions,Region 1,2012,45,0.630983,0.611815,115,44,,149,20,9,337,166,55082
HHS Regions,Region 2,2012,45,1.35249,1.48038,685,300,,485,119,67,1656,312,111863
HHS Regions,Region 3,2012,45,1.28698,1.35393,430,364,,609,130,52,1585,221,117067
HHS Regions,Region 4,2012,45,1.70575,1.77165,642,388,,1251,152,84,2517,355,142071
HHS Regions,Region 5,2012,45,1.14892,1.43007,449,235,,521,121,66,1392,276,97338
HHS Regions,Region 6,2012,45,2.90487,3.18332,749,537,,1166,173,106,2731,174,85791
HHS Regions,Region 7,2012,45,1.5617,1.54314,105,66,,126,23,20,340,92,22033
HHS Regions,Region 8,2012,45,0.93274,1.00709,137,119,,209,38,20,523,115,51932
HHS Regions,Region 9,2012,45,2.22183,1.6709,366,253,,556,133,105,1413,209,84565
HHS Regions,Region 10,2012,45,0.855878,0.992884,55,24,,73,16,12,180,54,18129
HHS Regions,Region 1,2012,46,0.700343,0.686229,129,63,,150,11,20,373,166,54355
HHS Regions,Region 2,2012,46,1.31828,1.57052,794,301,,618,123,66,1902,317,121106
HHS Regions,Region 3,2012,46,1.30434,1.45267,471,402,,671,100,61,1705,217,117370
HHS Regions,Region 4,2012,46,2.06183,2.20839,761,591,,1423,174,99,3048,354,138019
HHS Regions,Region 5,2012,46,1.21418,1.46109,456,229,,524,105,70,1384,276,94724
HHS Regions,Region 6,2012,46,2.93099,3.26598,769,505,,1127,145,74,2620,158,80221
HHS Regions,Region 7,2012,46,1.963,1.8545,115,72,,163,25,40,415,94,22378
HHS Regions,Region 8,2012,46,1.02407,1.09685,146,145,,238,33,20,582,119,53061
HHS Regions,Region 9,2012,46,2.21239,1.73387,329,213,,534,155,133,1364,211,78668
HHS Regions,Region 10,2012,46,1.09191,1.30445,64,48,,78,26,14,230,54,17632
HHS Regions,Region 1,2012,47,0.845412,0.855871,140,47,,104,17,17,325,165,37973
HHS Regions,Region 2,2012,47,1.72052,2.05067,966,308,,689,126,61,2150,309,104844
HHS Regions,Region 3,2012,47,1.74599,1.83383,548,453,,691,150,73,1915,226,104426
HHS Regions,Region 4,2012,47,2.80769,3.2524,978,745,,1340,296,180,3539,360,108812
HHS Regions,Region 5,2012,47,1.56902,1.83668,481,212,,493,94,65,1345,275,73230
HHS Regions,Region 6,2012,47,4.39504,4.54593,899,651,,1187,223,97,3057,161,67247
HHS Regions,Region 7,2012,47,2.31375,2.13466,119,56,,127,21,34,357,96,16724
HHS Regions,Region 8,2012,47,1.41876,1.58199,178,129,,288,37,20,652,112,41214
HHS Regions,Region 9,2012,47,2.40647,1.84221,287,181,,385,131,124,1108,209,60145
HHS Regions,Region 10,2012,47,1.16039,1.5353,55,42,,83,10,12,202,55,13157
HHS Regions,Region 1,2012,48,0.89633,0.904898,168,71,,219,33,25,516,169,57023
HHS Regions,Region 2,2012,48,2.03993,2.24345,1162,426,,966,145,93,2792,313,124451
HHS Regions,Region 3,2012,48,1.62175,1.85398,594,628,,767,189,100,2278,223,122871
HHS Regions,Region 4,2012,48,2.6859,3.00037,1068,952,,1866,381,225,4492,357,149715
HHS Regions,Region 5,2012,48,1.54942,1.81878,596,331,,694,136,81,1838,285,101057
HHS Regions,Region 6,2012,48,3.67382,3.89375,830,862,,1350,300,179,3521,174,90427
HHS Regions,Region 7,2012,48,2.17001,2.03447,132,96,,206,35,41,510,96,25068
HHS Regions,Region 8,2012,48,1.32822,1.51131,191,194,,371,71,37,864,121,57169
HHS Regions,Region 9,2012,48,2.23494,1.73192,304,327,,505,186,159,1481,214,85512
HHS Regions,Region 10,2012,48,0.964797,1.24612,57,63,,74,22,13,229,53,18377
HHS Regions,Region 1,2012,49,1.24499,1.29219,243,77,,354,32,28,734,167,56803
HHS Regions,Region 2,2012,49,2.35364,2.70666,1399,487,,1310,195,102,3493,311,129052
HHS Regions,Region 3,2012,49,2.512,2.62624,725,752,,1351,247,135,3210,224,122228
HHS Regions,Region 4,2012,49,4.20506,4.72987,1604,1269,,3550,533,278,7234,364,152943
HHS Regions,Region 5,2012,49,2.13984,2.5101,711,405,,1066,171,119,2472,275,98482
HHS Regions,Region 6,2012,49,4.60617,4.70096,1005,1014,,1914,291,162,4386,179,93300
HHS Regions,Region 7,2012,49,2.31408,2.23927,146,98,,268,36,33,581,98,25946
HHS Regions,Region 8,2012,49,1.68848,1.90585,238,218,,441,82,42,1021,118,53572
HHS Regions,Region 9,2012,49,2.19283,1.76628,355,308,,505,180,161,1509,215,85434
HHS Regions,Region 10,2012,49,1.14642,1.31652,60,44,,98,24,11,237,55,18002
HHS Regions,Region 1,2012,50,1.69905,1.84907,280,154,,525,71,41,1071,171,57921
HHS Regions,Region 2,2012,50,2.82647,3.19756,1545,573,,1613,206,109,4046,309,126534
HHS Regions,Region 3,2012,50,3.36875,3.65543,906,1122,,1915,326,193,4462,218,122065
HHS Regions,Region 4,2012,50,4.69834,5.2121,1616,1351,,3557,517,304,7345,349,140922
HHS Regions,Region 5,2012,50,2.96882,3.40169,953,542,,1493,247,154,3389,280,99627
HHS Regions,Region 6,2012,50,5.55733,5.75432,1245,1154,,2291,343,186,5219,180,90697
HHS Regions,Region 7,2012,50,2.79395,2.69846,167,120,,307,41,35,670,96,24829
HHS Regions,Region 8,2012,50,2.42542,2.56104,276,269,,547,105,48,1245,102,48613
HHS Regions,Region 9,2012,50,2.4589,2.03447,374,342,,578,200,173,1667,215,81938
HHS Regions,Region 10,2012,50,1.55655,1.70473,84,65,,119,31,19,318,57,18654
HHS Regions,Region 1,2012,51,2.62753,2.78491,392,236,,664,112,81,1485,169,53323
HHS Regions,Region 2,2012,51,3.82049,4.01838,1740,821,,2053,268,165,5047,312,125598
HHS Regions,Region 3,2012,51,4.46606,5.07796,1179,1848,,2472,544,295,6338,211,124814
HHS Regions,Region 4,2012,51,4.95339,5.53354,1623,1379,,2720,592,346,6660,327,120357
HHS Regions,Region 5,2012,51,4.16172,4.55663,1131,762,,1620,295,197,4005,268,87894
HHS Regions,Region 6,2012,51,7.18653,7.24731,1349,1393,,2598,443,204,5987,164,82610
HHS Regions,Region 7,2012,51,4.08107,4.32918,222,175,,359,72,40,868,94,20050
HHS Regions,Region 8,2012,51,3.18065,3.47322,395,356,,841,146,106,1844,111,53092
HHS Regions,Region 9,2012,51,3.05562,2.54047,446,393,,547,224,198,1808,197,71168
HHS Regions,Region 10,2012,51,1.53785,1.91888,69,74,,97,34,16,290,55,15113
HHS Regions,Region 1,2012,52,3.9292,4.14427,366,267,,480,151,116,1380,163,33299
HHS Regions,Region 2,2012,52,5.50971,5.11892,1985,1019,,1818,379,225,5426,307,105999
HHS Regions,Region 3,2012,52,7.13075,7.01276,1405,2450,,2232,845,607,7539,210,107504
HHS Regions,Region 4,2012,52,6.29569,6.52386,1860,1809,,1914,700,463,6746,336,103405
HHS Regions,Region 5,2012,52,5.71232,5.99424,1116,828,,1208,397,340,3889,267,64879
HHS Regions,Region 6,2012,52,9.25411,9.05061,1526,1696,,2156,587,344,6309,170,69708
HHS Regions,Region 7,2012,52,6.71975,6.89419,286,231,,321,148,119,1105,98,16028
HHS Regions,Region 8,2012,52,4.09753,4.81578,513,520,,721,172,113,2039,111,42340
HHS Regions,Region 9,2012,52,4.82703,3.27322,569,363,,402,216,205,1755,190,53617
HHS Regions,Region 10,2012,52,3.39459,3.84911,83,112,,139,44,22,400,53,10392
HHS Regions,Region 1,2013,1,3.21719,3.10056,346,293,,406,175,124,1344,171,43347
HHS Regions,Region 2,2013,1,4.52392,4.7167,1859,1266,,1520,517,288,5450,303,115547
HHS Regions,Region 3,2013,1,4.82033,6.03559,1138,2508,,1781,902,689,7018,220,116277
HHS Regions,Region 4,2013,1,4.44941,4.7746,1195,1582,,1450,636,438,5301,361,111025
HHS Regions,Region 5,2013,1,4.48158,4.65144,968,874,,850,498,355,3545,277,76213
HHS Regions,Region 6,2013,1,7.66877,7.405,1491,1697,,1647,688,401,5924,176,80000
HHS Regions,Region 7,2013,1,5.80882,6.18247,282,311,,293,154,133,1173,99,18973
HHS Regions,Region 8,2013,1,3.74481,4.32719,553,608,,626,218,138,2143,113,49524
HHS Regions,Region 9,2013,1,3.41933,2.9252,520,426,,462,243,201,1852,209,63312
HHS Regions,Region 10,2013,1,2.7755,2.75072,92,114,,73,49,25,353,53,12833
HHS Regions,Region 1,2013,2,3.28461,3.06671,412,322,,657,168,123,1682,168,54847
HHS Regions,Region 2,2013,2,4.7772,5.31685,1882,1626,,2414,647,378,6947,302,130660
HHS Regions,Region 3,2013,2,5.11067,6.11893,1128,2765,,2531,1065,631,8120,224,132703
HHS Regions,Region 4,2013,2,3.48011,3.75821,1136,1490,,2008,617,324,5575,357,148342
HHS Regions,Region 5,2013,2,3.82974,3.96729,958,941,,1302,457,335,3993,280,100648
HHS Regions,Region 6,2013,2,7.26613,6.89569,1330,1960,,2232,684,430,6636,182,96234
HHS Regions,Region 7,2013,2,5.06625,5.52516,313,328,,432,143,107,1323,97,23945
HHS Regions,Region 8,2013,2,3.85313,4.17969,490,698,,812,317,156,2473,118,59167
HHS Regions,Region 9,2013,2,3.49033,3.09342,564,581,,881,342,283,2651,212,85698
HHS Regions,Region 10,2013,2,2.56788,2.71231,84,166,,155,62,29,496,55,18287
HHS Regions,Region 1,2013,3,3.02114,2.81097,385,243,,704,121,88,1541,169,54821
HHS Regions,Region 2,2013,3,5.32368,5.91447,1996,1625,,2982,623,367,7593,308,128380
HHS Regions,Region 3,2013,3,5.16413,5.72568,1131,2078,,2647,764,470,7090,226,123828
HHS Regions,Region 4,2013,3,3.12769,3.33814,1061,1011,,2116,398,249,4835,351,144841
HHS Regions,Region 5,2013,3,3.70465,3.8255,934,703,,1560,336,285,3818,283,99804
HHS Regions,Region 6,2013,3,7.3695,6.73411,1323,1471,,2748,484,318,6344,184,94207
HHS Regions,Region 7,2013,3,5.21627,5.703,334,287,,595,116,112,1444,98,25320
HHS Regions,Region 8,2013,3,4.13787,4.36192,521,689,,927,267,113,2517,122,57704
HHS Regions,Region 9,2013,3,4.68634,4.08702,847,730,,1487,358,281,3703,214,90604
HHS Regions,Region 10,2013,3,3.00818,2.95477,101,140,,226,56,33,556,53,18817
HHS Regions,Region 1,2013,4,2.50428,2.44899,315,204,,587,100,77,1283,177,52389
HHS Regions,Region 2,2013,4,4.6393,4.97979,1551,1197,,2415,446,281,5890,303,118278
HHS Regions,Region 3,2013,4,3.59356,3.31724,685,981,,1451,353,213,3683,219,111026
HHS Regions,Region 4,2013,4,2.49331,2.81438,852,744,,1708,285,170,3759,345,133564
HHS Regions,Region 5,2013,4,3.31545,3.45205,776,562,,1379,250,185,3152,279,91308
HHS Regions,Region 6,2013,4,7.10997,6.57881,1283,1562,,2511,592,272,6220,180,94546
HHS Regions,Region 7,2013,4,5.34475,5.71792,342,266,,564,106,115,1393,98,24362
HHS Regions,Region 8,2013,4,3.97647,4.17891,497,565,,880,198,135,2275,116,54440
HHS Regions,Region 9,2013,4,5.57853,5.07878,1042,805,,1718,388,292,4245,209,83583
HHS Regions,Region 10,2013,4,3.69316,3.48022,98,135,,226,42,25,526,52,15114
HHS Regions,Region 1,2013,5,2.21254,2.17857,257,163,,654,64,53,1191,168,54669
HHS Regions,Region 2,2013,5,3.82508,4.03909,1255,1000,,1990,379,195,4819,301,119309
HHS Regions,Region 3,2013,5,3.05049,3.4548,640,1281,,1488,425,219,4053,225,117315
HHS Regions,Region 4,2013,5,2.53531,2.73516,796,796,,1815,320,183,3910,348,142953
HHS Regions,Region 5,2013,5,2.97914,3.17701,799,500,,1244,245,188,2976,269,93673
HHS Regions,Region 6,2013,5,5.82086,5.39727,1066,1148,,2128,421,238,5001,185,92658
HHS Regions,Region 7,2013,5,5.16544,5.60388,300,211,,569,104,98,1282,97,22877
HHS Regions,Region 8,2013,5,3.44291,3.63424,462,494,,815,182,97,2050,113,56408
HHS Regions,Region 9,2013,5,5.49148,4.54742,913,698,,1735,372,283,4001,203,87984
HHS Regions,Region 10,2013,5,2.78231,2.79344,121,130,,215,39,20,525,54,18794
HHS Regions,Region 1,2013,6,1.87401,1.87207,253,123,,461,45,37,919,169,49090
HHS Regions,Region 2,2013,6,3.5781,3.65976,1094,753,,1944,235,138,4164,289,113778
HHS Regions,Region 3,2013,6,2.58184,2.84403,530,962,,1260,293,147,3192,220,112235
HHS Regions,Region 4,2013,6,2.28238,2.47271,739,699,,1582,286,160,3466,345,140170
HHS Regions,Region 5,2013,6,2.68669,2.89049,692,530,,1140,206,151,2719,272,94067
HHS Regions,Region 6,2013,6,4.4613,4.3701,812,938,,1588,305,213,3856,180,88236
HHS Regions,Region 7,2013,6,4.34939,4.76438,240,199,,476,107,79,1101,94,23109
HHS Regions,Region 8,2013,6,2.97312,3.1364,424,371,,732,180,98,1805,112,57550
HHS Regions,Region 9,2013,6,4.98836,4.37169,844,550,,1468,258,162,3282,195,75074
HHS Regions,Region 10,2013,6,2.439,2.5723,129,111,,165,56,22,483,55,18777
HHS Regions,Region 1,2013,7,1.5552,1.57151,227,124,,360,57,33,801,168,50970
HHS Regions,Region 2,2013,7,3.71476,3.16456,983,673,,1686,219,104,3665,284,115814
HHS Regions,Region 3,2013,7,2.75565,2.83909,569,892,,1344,343,163,3311,220,116622
HHS Regions,Region 4,2013,7,2.15986,2.32915,648,714,,1499,295,137,3293,349,141382
HHS Regions,Region 5,2013,7,2.43442,2.65489,639,440,,1020,200,138,2437,265,91793
HHS Regions,Region 6,2013,7,3.85266,3.71666,809,773,,1205,261,181,3229,181,86879
HHS Regions,Region 7,2013,7,3.42581,3.67367,190,148,,342,74,57,811,94,22076
HHS Regions,Region 8,2013,7,2.63255,2.66645,371,338,,560,152,52,1473,115,55242
HHS Regions,Region 9,2013,7,4.49215,4.01134,745,520,,1239,261,164,2929,198,73018
HHS Regions,Region 10,2013,7,2.09196,2.13388,108,76,,140,32,16,372,52,17433
HHS Regions,Region 1,2013,8,1.50586,1.42217,217,84,,284,37,35,657,169,46197
HHS Regions,Region 2,2013,8,3.43487,3.40706,1211,700,,1742,216,113,3982,308,116875
HHS Regions,Region 3,2013,8,2.63728,2.76926,569,910,,1274,302,142,3197,216,115446
HHS Regions,Region 4,2013,8,2.03482,2.21169,700,636,,1385,261,153,3135,344,141747
HHS Regions,Region 5,2013,8,2.29596,2.43505,562,388,,919,164,149,2182,270,89608
HHS Regions,Region 6,2013,8,3.28524,3.32377,616,706,,1080,267,146,2815,175,84693
HHS Regions,Region 7,2013,8,3.06399,3.26561,148,124,,234,56,60,622,91,19047
HHS Regions,Region 8,2013,8,2.17155,2.32335,363,296,,463,92,71,1285,116,55308
HHS Regions,Region 9,2013,8,3.81698,3.35383,620,438,,934,198,139,2329,200,69443
HHS Regions,Region 10,2013,8,1.8586,1.88307,93,75,,100,32,15,315,51,16728
HHS Regions,Region 1,2013,9,1.32621,1.28255,203,80,,290,54,31,658,165,51304
HHS Regions,Region 2,2013,9,2.77153,2.8698,1055,646,,1467,215,102,3485,307,121437
HHS Regions,Region 3,2013,9,2.56368,2.69406,568,880,,1286,324,145,3203,218,118891
HHS Regions,Region 4,2013,9,1.94851,2.22137,676,592,,1366,241,135,3010,323,135502
HHS Regions,Region 5,2013,9,2.14368,2.41769,601,389,,893,196,129,2208,263,91327
HHS Regions,Region 6,2013,9,3.22203,3.16205,588,713,,1111,198,145,2755,175,87127
HHS Regions,Region 7,2013,9,2.37917,2.51853,111,93,,166,49,60,479,87,19019
HHS Regions,Region 8,2013,9,2.10319,2.06768,278,267,,404,103,68,1120,110,54167
HHS Regions,Region 9,2013,9,3.47363,3.16366,509,317,,914,205,142,2087,195,65968
HHS Regions,Region 10,2013,9,1.41838,1.29172,44,53,,84,34,11,226,50,17496
HHS Regions,Region 1,2013,10,1.30083,1.25402,206,61,,266,44,23,600,165,47846
HHS Regions,Region 2,2013,10,2.98609,2.95295,1112,558,,1454,193,113,3430,301,116155
HHS Regions,Region 3,2013,10,3.30856,2.9728,592,886,,1281,308,129,3196,212,107508
HHS Regions,Region 4,2013,10,2.20722,2.4498,763,718,,1406,280,132,3299,335,134664
HHS Regions,Region 5,2013,10,1.9789,2.24547,594,347,,753,167,103,1964,266,87465
HHS Regions,Region 6,2013,10,3.14942,3.15576,678,659,,1071,204,132,2744,169,86952
HHS Regions,Region 7,2013,10,2.26166,2.23793,99,111,,157,47,42,456,86,20376
HHS Regions,Region 8,2013,10,1.79868,1.7701,233,228,,380,85,54,980,111,55364
HHS Regions,Region 9,2013,10,3.60806,3.09417,474,339,,886,180,125,2004,192,64767
HHS Regions,Region 10,2013,10,1.02992,0.937556,40,28,,55,28,5,156,47,16639
HHS Regions,Region 1,2013,11,1.18804,1.2122,189,72,,277,35,21,594,166,49002
HHS Regions,Region 2,2013,11,2.86258,2.74198,1063,523,,1350,189,92,3217,299,117324
HHS Regions,Region 3,2013,11,2.64646,2.71645,565,822,,1192,248,126,2953,207,108708
HHS Regions,Region 4,2013,11,2.04859,2.31047,740,642,,1326,235,182,3125,329,135254
HHS Regions,Region 5,2013,11,2.14009,2.45176,531,350,,807,198,119,2005,257,81778
HHS Regions,Region 6,2013,11,3.04121,3.18152,630,574,,826,172,148,2350,164,73864
HHS Regions,Region 7,2013,11,1.90794,1.89974,70,88,,130,30,42,360,84,18950
HHS Regions,Region 8,2013,11,1.75337,1.7017,223,214,,357,74,46,914,108,53711
HHS Regions,Region 9,2013,11,3.14503,2.78746,423,285,,738,149,100,1695,184,60808
HHS Regions,Region 10,2013,11,1.07185,1.14304,46,36,,62,22,13,179,48,15660
HHS Regions,Region 1,2013,12,1.19612,1.13867,168,49,,264,40,29,550,163,48302
HHS Regions,Region 2,2013,12,2.53803,2.55372,979,489,,1147,172,83,2870,283,112385
HHS Regions,Region 3,2013,12,2.23987,2.37687,501,760,,1012,246,104,2623,202,110355
HHS Regions,Region 4,2013,12,1.83444,1.94252,625,531,,1209,230,145,2740,323,141054
HHS Regions,Region 5,2013,12,1.77107,2.11537,510,312,,694,157,114,1787,261,84477
HHS Regions,Region 6,2013,12,2.56286,2.61251,575,531,,792,178,113,2189,167,83789
HHS Regions,Region 7,2013,12,1.51602,1.65729,73,71,,65,26,42,277,84,16714
HHS Regions,Region 8,2013,12,1.21262,1.27715,151,184,,283,64,20,702,116,54966
HHS Regions,Region 9,2013,12,2.89597,2.47738,337,236,,590,137,88,1388,179,56027
HHS Regions,Region 10,2013,12,0.654524,0.83225,38,28,,39,20,3,128,47,15380
HHS Regions,Region 1,2013,13,1.18515,1.23215,176,75,,315,26,24,616,160,49994
HHS Regions,Region 2,2013,13,2.1803,2.27941,915,488,,820,170,86,2479,277,108756
HHS Regions,Region 3,2013,13,2.11309,2.24829,472,662,,859,247,106,2346,200,104346
HHS Regions,Region 4,2013,13,1.73148,1.77597,618,477,,1078,180,87,2440,321,137390
HHS Regions,Region 5,2013,13,1.5748,1.908,464,291,,571,152,87,1565,259,82023
HHS Regions,Region 6,2013,13,2.33966,2.49484,606,484,,731,141,117,2079,168,83332
HHS Regions,Region 7,2013,13,1.50791,1.42633,53,69,,76,20,27,245,81,17177
HHS Regions,Region 8,2013,13,1.24913,1.2228,162,137,,246,56,38,639,115,52257
HHS Regions,Region 9,2013,13,2.61787,2.16443,337,213,,473,119,54,1196,183,55257
HHS Regions,Region 10,2013,13,0.738623,0.793073,27,28,,35,13,6,109,47,13744
HHS Regions,Region 1,2013,14,1.19767,1.26317,192,65,,329,46,26,658,156,52091
HHS Regions,Region 2,2013,14,1.92619,2.0166,812,451,,697,177,93,2230,272,110582
HHS Regions,Region 3,2013,14,1.6873,1.92515,449,570,,630,225,104,1978,198,102745
HHS Regions,Region 4,2013,14,1.44116,1.55589,580,413,,813,189,97,2092,322,134457
HHS Regions,Region 5,2013,14,1.39945,1.73596,452,270,,515,116,103,1456,255,83873
HHS Regions,Region 6,2013,14,2.23433,2.41288,546,475,,646,158,122,1947,163,80692
HHS Regions,Region 7,2013,14,1.1312,1.08834,46,47,,55,18,30,196,77,18009
HHS Regions,Region 8,2013,14,1.16801,1.19105,169,166,,176,56,31,598,111,50208
HHS Regions,Region 9,2013,14,2.23024,1.86174,250,192,,413,105,62,1022,171,54895
HHS Regions,Region 10,2013,14,0.721545,0.66997,20,28,,25,16,7,96,44,14329
HHS Regions,Region 1,2013,15,1.24114,1.31268,216,64,,338,39,21,678,152,51650
HHS Regions,Region 2,2013,15,1.61129,1.68755,703,368,,653,141,72,1937,270,114782
HHS Regions,Region 3,2013,15,1.52749,1.6226,412,497,,564,197,92,1762,192,108591
HHS Regions,Region 4,2013,15,1.18925,1.23946,411,356,,651,172,96,1686,313,136027
HHS Regions,Region 5,2013,15,1.22036,1.45884,401,232,,405,112,92,1242,254,85136
HHS Regions,Region 6,2013,15,2.02133,2.09722,508,365,,632,137,117,1759,160,83873
HHS Regions,Region 7,2013,15,1.02376,1.02141,52,31,,56,18,20,177,74,17329
HHS Regions,Region 8,2013,15,1.01314,1.00945,114,124,,197,42,25,502,112,49730
HHS Regions,Region 9,2013,15,1.8563,1.65607,279,166,,412,91,65,1013,173,61169
HHS Regions,Region 10,2013,15,0.425599,0.433688,14,16,,21,8,3,62,42,14296
HHS Regions,Region 1,2013,16,1.05995,1.07537,159,45,,207,24,23,458,150,42590
HHS Regions,Region 2,2013,16,1.39264,1.67089,719,309,,681,122,70,1901,265,113772
HHS Regions,Region 3,2013,16,1.14475,1.15497,325,282,,413,139,60,1219,195,105544
HHS Regions,Region 4,2013,16,1.02839,1.03719,371,232,,530,105,75,1313,312,126592
HHS Regions,Region 5,2013,16,1.13168,1.36569,342,202,,417,100,95,1156,254,84646
HHS Regions,Region 6,2013,16,1.9546,1.93265,434,381,,613,109,75,1612,158,83409
HHS Regions,Region 7,2013,16,0.926927,0.844123,43,29,,56,7,13,148,76,17533
HHS Regions,Region 8,2013,16,1.01639,0.926832,100,117,,191,35,21,464,113,50063
HHS Regions,Region 9,2013,16,1.68062,1.50482,199,147,,378,74,54,852,165,56618
HHS Regions,Region 10,2013,16,0.404495,0.47626,15,13,,23,9,5,65,44,13648
HHS Regions,Region 1,2013,17,0.783118,0.81103,142,42,,168,19,19,390,144,48087
HHS Regions,Region 2,2013,17,1.4588,1.59396,673,269,,682,90,57,1771,259,111107
HHS Regions,Region 3,2013,17,1.09053,1.10808,303,280,,407,83,54,1127,187,101707
HHS Regions,Region 4,2013,17,0.861119,0.86406,320,170,,463,91,56,1100,304,127306
HHS Regions,Region 5,2013,17,0.971924,1.23527,338,175,,390,91,69,1063,255,86054
HHS Regions,Region 6,2013,17,1.87992,1.87937,411,364,,569,112,91,1547,161,82315
HHS Regions,Region 7,2013,17,0.949618,0.945938,30,36,,68,15,16,165,74,17443
HHS Regions,Region 8,2013,17,1.00657,0.934198,122,110,,209,23,17,481,111,51488
HHS Regions,Region 9,2013,17,1.64367,1.4702,234,164,,392,53,41,884,172,60128
HHS Regions,Region 10,2013,17,0.374257,0.415956,15,20,,16,5,5,61,44,14665
HHS Regions,Region 1,2013,18,0.805735,0.809229,148,55,,139,25,23,390,148,48194
HHS Regions,Region 2,2013,18,1.43681,1.58228,695,266,,707,83,41,1792,258,113254
HHS Regions,Region 3,2013,18,1.05401,1.07017,283,230,,439,81,34,1067,183,99704
HHS Regions,Region 4,2013,18,0.68861,0.821246,213,161,,382,70,42,868,289,105693
HHS Regions,Region 5,2013,18,0.843975,1.12282,330,140,,334,56,62,922,252,82115
HHS Regions,Region 6,2013,18,1.65645,1.76952,392,302,,508,111,82,1395,154,78835
HHS Regions,Region 7,2013,18,0.840615,0.807375,41,23,,53,4,20,141,74,17464
HHS Regions,Region 8,2013,18,1.00405,0.958751,120,116,,195,47,18,496,109,51734
HHS Regions,Region 9,2013,18,1.61538,1.49527,207,161,,361,83,45,857,167,57314
HHS Regions,Region 10,2013,18,0.43933,0.43475,10,16,,24,5,3,58,41,13341
HHS Regions,Region 1,2013,19,0.690938,0.739415,131,34,,135,22,21,343,141,46388
HHS Regions,Region 2,2013,19,1.26071,1.52334,685,254,,636,99,50,1724,253,113172
HHS Regions,Region 3,2013,19,1.2852,1.00162,248,241,,374,76,39,978,187,97642
HHS Regions,Region 4,2013,19,0.703683,0.907083,264,187,,327,73,40,891,282,98227
HHS Regions,Region 5,2013,19,0.857398,1.16595,340,157,,295,77,58,927,238,79506
HHS Regions,Region 6,2013,19,1.73602,1.91816,392,344,,561,99,82,1478,150,77053
HHS Regions,Region 7,2013,19,0.769543,0.70701,29,22,,39,16,12,118,71,16690
HHS Regions,Region 8,2013,19,0.929267,0.896292,120,103,,184,36,9,452,107,50430
HHS Regions,Region 9,2013,19,1.54832,1.37807,210,129,,313,68,48,768,167,55730
HHS Regions,Region 10,2013,19,0.209236,0.203384,3,3,,13,4,2,25,34,12292
HHS Regions,Region 1,2013,20,0.623383,0.639365,120,25,,100,15,14,274,130,42855
HHS Regions,Region 2,2013,20,1.33755,1.47701,687,259,,561,110,63,1680,257,113743
HHS Regions,Region 3,2013,20,1.13242,0.9239,231,210,,302,57,32,832,178,90053
